aac(6')-33	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-I30	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-IIa	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Gentamicin, Sisomicin, Netilmicin"
aac(6')-IIb	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Gentamicin, Sisomicin, Netilmicin"
aac(6')-IIc	Resistance to aminoglycoside antibiotics	"Gentamicin, Tobramycin"
aac(6')-IId	Resistance to aminoglycoside antibiotics	"Gentamicin, Streptomycin, Tobramycin, Spectinomycin, Amikacin"
aac(6')-Ia	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Iaa	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Iad	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Iae	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Iaf	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Iai	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Ib	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Streptomycin"
aac(6')-Ic	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-If	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Ig	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aac(6')-Ih	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin, Netilmicin"
aac(6')-Ij	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Ik	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Il	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Im	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin, Kanamycin"
aac(6')-Iq	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin, Netilmicin, Kanamycin"
aac(6')-Ir	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Is	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-It	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Iu	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Iv	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Iw	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-Iz	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aac(6')-aph(2'')	Resistance to aminoglycoside antibiotics	"Gentamicin, Tobramycin, Netilmicin, Kanamycin, Amikacin, Dibekacin, Isepamicin, Fortimicin, Streptomycin"
aac(6')-Isa	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aacA43	Resistance to aminoglycoside antibiotics	"Tobramycin, Dibekacin, Amikacin, Sisomicin, Netilmicin"
aadA1	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA10	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA11	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA12	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA13	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA14	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA15	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA16	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA17	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA1b	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA2	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA2b	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA21	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA22	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA23	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA24	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA3	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA4	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA5	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA6	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA7	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA8	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA8b	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadA9	Resistance to aminoglycoside antibiotics	"Spectinomycin, Streptomycin"
aadD	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin"
aadE	Resistance to aminoglycoside antibiotics	Streptomycin
aadK	Resistance to aminoglycoside antibiotics	Streptomycin
ant(4')-IIa	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin, Isepamicin"
ant(4')-IIb	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin, Isepamicin"
ant(4')-Ib	Resistance to aminoglycoside antibiotics	"Amikacin, Tobramycin, Isepamicin, Dibekacin"
ant(6)-Ia	Resistance to aminoglycoside antibiotics	Streptomycin
ant(6)-Ib	Resistance to aminoglycoside antibiotics	Streptomycin
aph(2'')-Ia	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin"
aph(2'')-Ib	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin"
aph(2'')-Ic	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin"
aph(2'')-Id	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Spectinomycin"
aph(2'')-Ie	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Spectinomycin"
aph(2'')-If	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin"
aph(2'')-Ih	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin"
aph(3'')-Ia	Resistance to aminoglycoside antibiotics	Streptomycin
aph(3'')-Ic	Resistance to aminoglycoside antibiotics	Streptomycin
aph(3')-III	Resistance to aminoglycoside antibiotics	"Kanamycin, Amikacin, Neomycin, Butirosin, Isepamicin, Lividomycin, Paromomycin, Ribostamycin"
aph(3')-IIa	Resistance to aminoglycoside antibiotics	"Kanamycin, Neomycin"
aph(3')-IIb	Resistance to aminoglycoside antibiotics	"Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin"
aph(3')-IIc	Resistance to aminoglycoside antibiotics	"Butirosin, Kanamycin, Neomycin, Paromomycin"
aph(3')-IV	Resistance to aminoglycoside antibiotics	"Butirosin, Kanamycin, Neomycin, Paromomycin, Ribostamycin"
aph(3')-Ia	Resistance to aminoglycoside antibiotics	Kanamycin
aph(3')-Ib	Resistance to aminoglycoside antibiotics	Kanamycin
aph(3')-Id	Resistance to aminoglycoside antibiotics	"Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin"
aph(3')-VIII	Resistance to aminoglycoside antibiotics	Amikacin
aph(3')-VIIa	Resistance to aminoglycoside antibiotics	"Kanamycin, Neomycin, Amikacin"
aph(3')-VIa	Resistance to aminoglycoside antibiotics	"Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butirosin, Gentamicin, Amikacin"
aph(3')-VIb	Resistance to aminoglycoside antibiotics	"Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butirosin, Gentamicin, Amikacin"
aph(3')-Va	Resistance to aminoglycoside antibiotics	"Neomycin, Ribostamycin, Paromomycin"
aph(3')-Vb	Resistance to aminoglycoside antibiotics	"Neomycin, Ribostamycin, Paromomycin"
aph(3')-Vc	Resistance to aminoglycoside antibiotics	"Neomycin, Ribostamycin, Paromomycin"
aph(3')-XV	Resistance to aminoglycoside antibiotics	Unknown Aminoglycoside
aph(4)-Ia	Resistance to aminoglycoside antibiotics	Hygromycin
aph(6)-Ia	Resistance to aminoglycoside antibiotics	Streptomycin
aph(6)-Ib	Resistance to aminoglycoside antibiotics	"Streptomycin, Kanamycin"
aph(6)-Ic	Resistance to aminoglycoside antibiotics	Streptomycin
aph(9)-Ia	Resistance to aminoglycoside antibiotics	Spectinomycin
aph(9)-Ib	Resistance to aminoglycoside antibiotics	Spectinomycin
armA	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Isepamicin, Netilmicin"
bleO	Resistance to aminoglycoside antibiotics	Bleomycin
npmA	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Dibekacin, Kanamycin, Isepamicin, Netilmicin, Sisomicin, Neomycin, Apramycin"
rmtA	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Isepamicin, Arbekacin, Kanamycin"
rmtB	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin, Arbekacin, Sisomicin, Isepamicin"
rmtB2	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin"
rmtC	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin, Arbekacin, Sisomicin, Isepamicin"
rmtD	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Arbekacin"
rmtD2	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin, Netilmicin"
rmtE	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Kanamycin, Streptomycin"
rmtF	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin"
rmtG	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin, Arbekacin"
rmtH	Resistance to aminoglycoside antibiotics	"Amikacin, Gentamicin, Tobramycin"
str	Resistance to aminoglycoside antibiotics	Streptomycin
car(A)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	Carbomycin
cfr	"Resistance to phenicols, lincosamides, oxazolidinones, pleuromutilins, and streptogramin a"	"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"
optrA	Resistance to oxazolidinone and phenicol antibiotics	"Linezolid, Chloramphenicol, Florfenicol"
poxtA	Resistance to oxazolidinone and phenicol antibiotics	"Chloramphenicol, Florfenicol, Linezolid, Doxycycline, Tetracycline"
ere(A)	Resistance to macrolide antibiotics	Erythromycin
ere(B)	Resistance to macrolide antibiotics	"Erythromycin, Azithromycin"
erm(30)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(31)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(32)	Resistance to macrolide antibiotics	"Tylosin, Spiramycin, Oleandomycin"
erm(33)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(34)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(35)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(36)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(38)	Resistance to macrolide antibiotics	"Erythromycin, Telithromycin, Lincomycin, Clindamycin"
erm(39)	Resistance to macrolide antibiotics	"Erythromycin, Telithromycin, Lincomycin, Clindamycin"
erm(40)	Resistance to macrolide antibiotics	"Erythromycin, Telithromycin, Lincomycin, Clindamycin"
erm(41)	Resistance to macrolide antibiotics	"Erythromycin, Telithromycin, Lincomycin, Clindamycin"
erm(42)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(A)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(B)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(C)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(D)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(E)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(F)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(G)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(H)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(N)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(O)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(Q)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(R)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(S)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(T)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(V)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(X)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(Y)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(Z)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
lmr(A)	Resistance to lincosamide antibiotics	Lincomycin
lnu(A)	Resistance to lincosamide antibiotics	Lincomycin
lnu(B)	Resistance to lincosamide antibiotics	"Lincomycin, Clindamycin"
lnu(C)	Resistance to lincosamide antibiotics	Lincomycin
lnu(D)	Resistance to lincosamide antibiotics	Lincomycin
lnu(F)	Resistance to lincosamide antibiotics	Lincomycin
lsa(B)	Resistance to macrolide antibiotics	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M"
lsa(C)	Resistance to macrolide antibiotics	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"
mef(A)	Resistance to macrolide antibiotics	"Erythromycin, Azithromycin"
mef(B)	Resistance to macrolide antibiotics	"Erythromycin, Azithromycin"
mph(A)	Resistance to macrolide antibiotics	"Erythromycin, Azithromycin, Spiramycin, Telithromycin"
mph(B)	Resistance to macrolide antibiotics	"Erythromycin, Spiramycin, Telithromycin"
mph(C)	Resistance to macrolide antibiotics	"Erythromycin, Spiramycin, Telithromycin"
mph(D)	Resistance to macrolide antibiotics	"Erythromycin, Azithromycin"
mph(E)	Resistance to macrolide antibiotics	Erythromycin
msr(A)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	"Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
msr(C)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	"Erythromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
msr(D)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	"Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
msr(E)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	"Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
ole(B)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	Oleandomycin
ole(C)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	Oleandomycin
srm(B)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	Spiramycin
tlr(C)	"Resistance to lincosamide, streptogramin b and  macrolide antibiotics"	Tylosin
vat(A)	Resistance to streptogramin b	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vat(B)	Resistance to streptogramin b	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vat(C)	Resistance to streptogramin b	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vat(D)	Resistance to streptogramin b	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vat(E)	Resistance to streptogramin b	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vat(F)	Resistance to streptogramin b	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vga(A)	Resistance to streptogramin b	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"
vga(B)	Resistance to streptogramin b	Quinupristin+Dalfopristin
vgb(A)	Resistance to streptogramin b	"Quinupristin, Pristinamycin IA, Virginiamycin S"
vgb(B)	Resistance to streptogramin b	"Quinupristin, Pristinamycin IA, Virginiamycin S"
erm(W)	Resistance to macrolide antibiotics	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"
lsa(A)	Resistance to macrolide antibiotics	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M"
vga(C)	Resistance to streptogramin b	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"
vga(E)	Resistance to streptogramin b	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"
vga(A)LC	Resistance to streptogramin b	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"
catB	Resistance to phenicol antibiotics	Chloramphenicol
catB1	Resistance to phenicol antibiotics	Chloramphenicol
catB2	Resistance to phenicol antibiotics	Chloramphenicol
catB3	Resistance to phenicol antibiotics	Chloramphenicol
catB7	Resistance to phenicol antibiotics	Chloramphenicol
catB8	Resistance to phenicol antibiotics	Chloramphenicol
catB9	Resistance to phenicol antibiotics	Chloramphenicol
catB10	Resistance to phenicol antibiotics	Chloramphenicol
catA3	Resistance to phenicol antibiotics	Chloramphenicol
cat	Resistance to phenicol antibiotics	Chloramphenicol
cat86	Resistance to phenicol antibiotics	Chloramphenicol
cat(pC221)	Resistance to phenicol antibiotics	Chloramphenicol
cat(pC233)	Resistance to phenicol antibiotics	Chloramphenicol
cat(pC194)	Resistance to phenicol antibiotics	Chloramphenicol
catS	Resistance to phenicol antibiotics	Chloramphenicol
catP	Resistance to phenicol antibiotics	Chloramphenicol
cmlA1	Resistance to phenicol antibiotics	Chloramphenicol
cml	Resistance to phenicol antibiotics	Chloramphenicol
cmlV	Resistance to phenicol antibiotics	Chloramphenicol
floR	Resistance to phenicol antibiotics	"Chloramphenicol, Florfenicol"
fexA	Resistance to phenicol antibiotics	"Chloramphenicol, Florfenicol"
pexA	Resistance to phenicol antibiotics	"Chloramphenicol, Florfenicol"
catA1	Resistance to phenicol antibiotics	Chloramphenicol
catA2	Resistance to phenicol antibiotics	Chloramphenicol
catQ	Resistance to phenicol antibiotics	Chloramphenicol
cmrA	Resistance to phenicol antibiotics	Chloramphenicol
cmx	Resistance to phenicol antibiotics	Chloramphenicol
qnrA1	Resistance to quinolone antibiotics	Ciprofloxacin
qnrA2	Resistance to quinolone antibiotics	Ciprofloxacin
qnrA3	Resistance to quinolone antibiotics	Ciprofloxacin
qnrA4	Resistance to quinolone antibiotics	Ciprofloxacin
qnrA5	Resistance to quinolone antibiotics	Ciprofloxacin
qnrA6	Resistance to quinolone antibiotics	Ciprofloxacin
qnrA7	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB1	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB10	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB11	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB12	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB13	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB14	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB15	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB17	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB18	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB19	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB2	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB20	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB21	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB22	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB23	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB24	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB25	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB26	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB27	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB28	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB29	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB3	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB30	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB31	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB32	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB33	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB34	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB35	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB36	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB37	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB38	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB4	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB40	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB41	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB5	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB6	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB7	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB8	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB82	Resistance to quinolone antibiotics	Ciprofloxacin
qnrB9	Resistance to quinolone antibiotics	Ciprofloxacin
qnrC	Resistance to quinolone antibiotics	Ciprofloxacin
